full_name,state,type,party,address,dc_address,url,photoUrl
Maria Cantwell,WA,sen,Democrat,511 Hart Senate Office Building Washington DC 20510,,https://www.cantwell.senate.gov,
Amy Klobuchar,MN,sen,Democrat,425 Dirksen Senate Office Building Washington DC 20510,,https://www.klobuchar.senate.gov,
Bernard Sanders,VT,sen,Independent,332 Dirksen Senate Office Building Washington DC 20510,,https://www.sanders.senate.gov,
Sheldon Whitehouse,RI,sen,Democrat,530 Hart Senate Office Building Washington DC 20510,,https://www.whitehouse.senate.gov,
John Barrasso,WY,sen,Republican,307 Dirksen Senate Office Building Washington DC 20510,,https://www.barrasso.senate.gov,
Roger F. Wicker,MS,sen,Republican,425 Russell Senate Office Building Washington DC 20510,,https://www.wicker.senate.gov,
Susan M. Collins,ME,sen,Republican,413 Dirksen Senate Office Building Washington DC 20510,,https://www.collins.senate.gov,
John Cornyn,TX,sen,Republican,517 Hart Senate Office Building Washington DC 20510,,https://www.cornyn.senate.gov,
Richard J. Durbin,IL,sen,Democrat,711 Hart Senate Office Building Washington DC 20510,,https://www.durbin.senate.gov,
Lindsey Graham,SC,sen,Republican,211 Russell Senate Office Building Washington DC 20510,,https://www.lgraham.senate.gov/public,
Mitch McConnell,KY,sen,Republican,317 Russell Senate Office Building Washington DC 20510,,https://www.mcconnell.senate.gov,
Jeff Merkley,OR,sen,Democrat,531 Hart Senate Office Building Washington DC 20510,,https://www.merkley.senate.gov,
Jack Reed,RI,sen,Democrat,728 Hart Senate Office Building Washington DC 20510,,https://www.reed.senate.gov,
James E. Risch,ID,sen,Republican,483 Russell Senate Office Building Washington DC 20510,,https://www.risch.senate.gov,
Jeanne Shaheen,NH,sen,Democrat,506 Hart Senate Office Building Washington DC 20510,,https://www.shaheen.senate.gov,
Mark R. Warner,VA,sen,Democrat,703 Hart Senate Office Building Washington DC 20510,,https://www.warner.senate.gov,
Kirsten E. Gillibrand,NY,sen,Democrat,478 Russell Senate Office Building Washington DC 20510,,https://www.gillibrand.senate.gov,
Christopher A. Coons,DE,sen,Democrat,218 Russell Senate Office Building Washington DC 20510,,https://www.coons.senate.gov,
Robert B. Aderholt,AL,rep,Republican,272 Cannon House Office Building Washington DC 20515-0104,,https://aderholt.house.gov,
Tammy Baldwin,WI,sen,Democrat,141 Hart Senate Office Building Washington DC 20510,,https://www.baldwin.senate.gov,
Michael F. Bennet,CO,sen,Democrat,261 Russell Senate Office Building Washington DC 20510,,https://www.bennet.senate.gov,
Gus M. Bilirakis,FL,rep,Republican,2306 Rayburn House Office Building Washington DC 20515-0912,,https://bilirakis.house.gov,
"Sanford D. Bishop, Jr.",GA,rep,Democrat,2407 Rayburn House Office Building Washington DC 20515-1002,,https://bishop.house.gov,
Marsha Blackburn,TN,sen,Republican,357 Dirksen Senate Office Building Washington DC 20510,,https://www.blackburn.senate.gov,
Richard Blumenthal,CT,sen,Democrat,503 Hart Senate Office Building Washington DC 20510,,https://www.blumenthal.senate.gov,
John Boozman,AR,sen,Republican,555 Dirksen Senate Office Building Washington DC 20510,,https://www.boozman.senate.gov/public,
Vern Buchanan,FL,rep,Republican,2409 Rayburn House Office Building Washington DC 20515-0916,,https://buchanan.house.gov,
Ken Calvert,CA,rep,Republican,2205 Rayburn House Office Building Washington DC 20515-0541,,https://calvert.house.gov,
Shelley Moore Capito,WV,sen,Republican,170 Russell Senate Office Building Washington DC 20510,,https://www.capito.senate.gov,
André Carson,IN,rep,Democrat,2135 Rayburn House Office Building Washington DC 20515-1407,,https://carson.house.gov,
John R. Carter,TX,rep,Republican,2208 Rayburn House Office Building Washington DC 20515-4331,,https://carter.house.gov,
Bill Cassidy,LA,sen,Republican,455 Dirksen Senate Office Building Washington DC 20510,,https://www.cassidy.senate.gov,
Kathy Castor,FL,rep,Democrat,2188 Rayburn House Office Building Washington DC 20515-0914,,https://castor.house.gov,
Judy Chu,CA,rep,Democrat,2423 Rayburn House Office Building Washington DC 20515-0528,,https://chu.house.gov,
Yvette D. Clarke,NY,rep,Democrat,2058 Rayburn House Office Building Washington DC 20515-3209,,https://clarke.house.gov,
Emanuel Cleaver,MO,rep,Democrat,2217 Rayburn House Office Building Washington DC 20515-2505,,https://cleaver.house.gov,
James E. Clyburn,SC,rep,Democrat,274 Cannon House Office Building Washington DC 20515-4006,,https://clyburn.house.gov,
Steve Cohen,TN,rep,Democrat,2268 Rayburn House Office Building Washington DC 20515-4209,,https://cohen.house.gov,
Tom Cole,OK,rep,Republican,2207 Rayburn House Office Building Washington DC 20515-3604,,https://cole.house.gov,
Gerald E. Connolly,VA,rep,Democrat,2265 Rayburn House Office Building Washington DC 20515-4611,,https://connolly.house.gov,
Jim Costa,CA,rep,Democrat,2081 Rayburn House Office Building Washington DC 20515-0521,,https://costa.house.gov,
Joe Courtney,CT,rep,Democrat,2449 Rayburn House Office Building Washington DC 20515-0702,,https://courtney.house.gov,
Mike Crapo,ID,sen,Republican,239 Dirksen Senate Office Building Washington DC 20510,,https://www.crapo.senate.gov,
"Eric A. ""Rick"" Crawford",AR,rep,Republican,2422 Rayburn House Office Building Washington DC 20515-0401,,https://crawford.house.gov,
Henry Cuellar,TX,rep,Democrat,2308 Rayburn House Office Building Washington DC 20515-4328,,https://cuellar.house.gov,
Danny K. Davis,IL,rep,Democrat,2159 Rayburn House Office Building Washington DC 20515-1307,,https://davis.house.gov,
Diana DeGette,CO,rep,Democrat,2111 Rayburn House Office Building Washington DC 20515-0601,,https://degette.house.gov,
Rosa L. DeLauro,CT,rep,Democrat,2413 Rayburn House Office Building Washington DC 20515-0703,,https://delauro.house.gov,
Scott DesJarlais,TN,rep,Republican,2304 Rayburn House Office Building Washington DC 20515-4204,,https://desjarlais.house.gov,
Mario Diaz-Balart,FL,rep,Republican,374 Cannon House Office Building Washington DC 20515-0926,,https://mariodiazbalart.house.gov,
Lloyd Doggett,TX,rep,Democrat,2307 Rayburn House Office Building Washington DC 20515-0001,,https://doggett.house.gov,
"Charles J. ""Chuck"" Fleischmann",TN,rep,Republican,2187 Rayburn House Office Building Washington DC 20515-4203,,https://fleischmann.house.gov,
Virginia Foxx,NC,rep,Republican,2462 Rayburn House Office Building Washington DC 20515-3305,,https://foxx.house.gov,
John Garamendi,CA,rep,Democrat,2428 Rayburn House Office Building Washington DC 20515-0508,,https://garamendi.house.gov,
Paul A. Gosar,AZ,rep,Republican,2057 Rayburn House Office Building Washington DC 20515-0309,,https://gosar.house.gov,
Chuck Grassley,IA,sen,Republican,135 Hart Senate Office Building Washington DC 20510,,https://www.grassley.senate.gov,
Sam Graves,MO,rep,Republican,1135 Longworth House Office Building Washington DC 20515-2506,,https://graves.house.gov,
Al Green,TX,rep,Democrat,2347 Rayburn House Office Building Washington DC 20515-4309,,https://algreen.house.gov,
H. Morgan Griffith,VA,rep,Republican,2110 Rayburn House Office Building Washington DC 20515-4609,,https://morgangriffith.house.gov,
Raúl M. Grijalva,AZ,rep,Democrat,1203 Longworth House Office Building Washington DC 20515-0307,,https://grijalva.house.gov,
Brett Guthrie,KY,rep,Republican,2161 Rayburn House Office Building Washington DC 20515-1702,,https://guthrie.house.gov,
Andy Harris,MD,rep,Republican,1536 Longworth House Office Building Washington DC 20515-2001,,https://harris.house.gov,
Martin Heinrich,NM,sen,Democrat,709 Hart Senate Office Building Washington DC 20510,,https://www.heinrich.senate.gov,
James A. Himes,CT,rep,Democrat,2137 Rayburn House Office Building Washington DC 20515-0704,,https://himes.house.gov,
Mazie K. Hirono,HI,sen,Democrat,109 Hart Senate Office Building Washington DC 20510,,https://www.hirono.senate.gov,
John Hoeven,ND,sen,Republican,338 Russell Senate Office Building Washington DC 20510,,https://www.hoeven.senate.gov,
Steny H. Hoyer,MD,rep,Democrat,1705 Longworth House Office Building Washington DC 20515-2005,,https://hoyer.house.gov,
Bill Huizenga,MI,rep,Republican,2232 Rayburn House Office Building Washington DC 20515-2204,,https://huizenga.house.gov,
"Henry C. ""Hank"" Johnson, Jr.",GA,rep,Democrat,2240 Rayburn House Office Building Washington DC 20515-1004,,https://hankjohnson.house.gov,
Ron Johnson,WI,sen,Republican,328 Hart Senate Office Building Washington DC 20510,,https://www.ronjohnson.senate.gov,
Jim Jordan,OH,rep,Republican,2056 Rayburn House Office Building Washington DC 20515-3504,,https://jordan.house.gov,
Marcy Kaptur,OH,rep,Democrat,2314 Rayburn House Office Building Washington DC 20515-3509,,https://kaptur.house.gov,
William R. Keating,MA,rep,Democrat,2372 Rayburn House Office Building Washington DC 20515-2109,,https://keating.house.gov,
Mike Kelly,PA,rep,Republican,1707 Longworth House Office Building Washington DC 20515-3816,,https://kelly.house.gov,
James Lankford,OK,sen,Republican,316 Hart Senate Office Building Washington DC 20510,,https://www.lankford.senate.gov,
Rick Larsen,WA,rep,Democrat,2163 Rayburn House Office Building Washington DC 20515-4702,,https://larsen.house.gov,
John B. Larson,CT,rep,Democrat,1501 Longworth House Office Building Washington DC 20515-0701,,https://larson.house.gov,
Robert E. Latta,OH,rep,Republican,2470 Rayburn House Office Building Washington DC 20515-3505,,https://latta.house.gov,
Mike Lee,UT,sen,Republican,363 Russell Senate Office Building Washington DC 20510,,https://www.lee.senate.gov,
Zoe Lofgren,CA,rep,Democrat,1401 Longworth House Office Building Washington DC 20515-0518,,https://lofgren.house.gov,
Frank D. Lucas,OK,rep,Republican,2405 Rayburn House Office Building Washington DC 20515-3603,,https://lucas.house.gov,
Ben Ray Luján,NM,sen,Democrat,498 Russell Senate Office Building Washington DC 20510,,https://www.lujan.senate.gov,
Stephen F. Lynch,MA,rep,Democrat,2109 Rayburn House Office Building Washington DC 20515-2108,,https://lynch.house.gov,
Edward J. Markey,MA,sen,Democrat,255 Dirksen Senate Office Building Washington DC 20510,,https://www.markey.senate.gov,
Doris O. Matsui,CA,rep,Democrat,2206 Rayburn House Office Building Washington DC 20515-0507,,https://matsui.house.gov,
Michael T. McCaul,TX,rep,Republican,2300 Rayburn House Office Building Washington DC 20515-4310,,https://mccaul.house.gov,
Tom McClintock,CA,rep,Republican,2256 Rayburn House Office Building Washington DC 20515-0505,,https://mcclintock.house.gov,
Betty McCollum,MN,rep,Democrat,2426 Rayburn House Office Building Washington DC 20515-2304,,https://mccollum.house.gov,
James P. McGovern,MA,rep,Democrat,370 Cannon House Office Building Washington DC 20515-2102,,https://mcgovern.house.gov,
Gregory W. Meeks,NY,rep,Democrat,2310 Rayburn House Office Building Washington DC 20515-3205,,https://meeks.house.gov,
Gwen Moore,WI,rep,Democrat,2252 Rayburn House Office Building Washington DC 20515-4904,,https://gwenmoore.house.gov,
Jerry Moran,KS,sen,Republican,521 Dirksen Senate Office Building Washington DC 20510,,https://www.moran.senate.gov,
Lisa Murkowski,AK,sen,Republican,522 Hart Senate Office Building Washington DC 20510,,https://www.murkowski.senate.gov,
Christopher Murphy,CT,sen,Democrat,136 Hart Senate Office Building Washington DC 20510,,https://www.murphy.senate.gov,
Patty Murray,WA,sen,Democrat,154 Russell Senate Office Building Washington DC 20510,,https://www.murray.senate.gov,
Jerrold Nadler,NY,rep,Democrat,2132 Rayburn House Office Building Washington DC 20515-3212,,https://nadler.house.gov,
Richard E. Neal,MA,rep,Democrat,372 Cannon House Office Building Washington DC 20515-2101,,https://neal.house.gov,
Eleanor Holmes Norton,DC,rep,Democrat,2136 Rayburn House Office Building Washington DC 20515-5101,,https://norton.house.gov,
"Frank Pallone, Jr.",NJ,rep,Democrat,2107 Rayburn House Office Building Washington DC 20515-3006,,https://pallone.house.gov,
Rand Paul,KY,sen,Republican,295 Russell Senate Office Building Washington DC 20510,,https://www.paul.senate.gov,
Nancy Pelosi,CA,rep,Democrat,1236 Longworth House Office Building Washington DC 20515-0511,,https://pelosi.house.gov,
Gary C. Peters,MI,sen,Democrat,724 Hart Senate Office Building Washington DC 20510,,https://www.peters.senate.gov,
Chellie Pingree,ME,rep,Democrat,2354 Rayburn House Office Building Washington DC 20515-1901,,https://pingree.house.gov,
Mike Quigley,IL,rep,Democrat,2083 Rayburn House Office Building Washington DC 20515-1305,,https://quigley.house.gov,
Harold Rogers,KY,rep,Republican,2406 Rayburn House Office Building Washington DC 20515-1705,,https://halrogers.house.gov,
Mike Rogers,AL,rep,Republican,2469 Rayburn House Office Building Washington DC 20515-0103,,https://mikerogers.house.gov,
Steve Scalise,LA,rep,Republican,266 Cannon House Office Building Washington DC 20515-1801,,https://scalise.house.gov,
Janice D. Schakowsky,IL,rep,Democrat,2408 Rayburn House Office Building Washington DC 20515-1309,,https://schakowsky.house.gov,
Adam B. Schiff,CA,sen,Democrat,112 Hart Senate Office Building Washington DC 20510,,https://www.schiff.senate.gov,
Charles E. Schumer,NY,sen,Democrat,322 Hart Senate Office Building Washington DC 20510,,https://www.schumer.senate.gov,
David Schweikert,AZ,rep,Republican,166 Cannon House Office Building Washington DC 20515-0301,,https://schweikert.house.gov,
Austin Scott,GA,rep,Republican,2185 Rayburn House Office Building Washington DC 20515-1008,,https://austinscott.house.gov,
David Scott,GA,rep,Democrat,468 Cannon House Office Building Washington DC 20515-1013,,https://davidscott.house.gov,
"Robert C. ""Bobby"" Scott",VA,rep,Democrat,2328 Rayburn House Office Building Washington DC 20515-4603,,https://bobbyscott.house.gov,
Tim Scott,SC,sen,Republican,104 Hart Senate Office Building Washington DC 20510,,https://www.scott.senate.gov,
Terri A. Sewell,AL,rep,Democrat,1035 Longworth House Office Building Washington DC 20515-0107,,https://sewell.house.gov,
Brad Sherman,CA,rep,Democrat,2365 Rayburn House Office Building Washington DC 20515-0532,,https://sherman.house.gov,
Michael K. Simpson,ID,rep,Republican,2084 Rayburn House Office Building Washington DC 20515-1202,,https://simpson.house.gov,
Adam Smith,WA,rep,Democrat,2264 Rayburn House Office Building Washington DC 20515-4709,,https://adamsmith.house.gov,
Adrian Smith,NE,rep,Republican,502 Cannon House Office Building Washington DC 20515-2703,,https://adriansmith.house.gov,
Christopher H. Smith,NJ,rep,Republican,2373 Rayburn House Office Building Washington DC 20515-3004,,https://chrissmith.house.gov,
Linda T. Sánchez,CA,rep,Democrat,2309 Rayburn House Office Building Washington DC 20515-0538,,https://lindasanchez.house.gov,
Bennie G. Thompson,MS,rep,Democrat,2466 Rayburn House Office Building Washington DC 20515-2402,,https://benniethompson.house.gov,
Mike Thompson,CA,rep,Democrat,268 Cannon House Office Building Washington DC 20515-0504,,https://mikethompson.house.gov,
Glenn Thompson,PA,rep,Republican,400 Cannon House Office Building Washington DC 20515-3815,,https://thompson.house.gov,
John Thune,SD,sen,Republican,511 Dirksen Senate Office Building Washington DC 20510,,https://www.thune.senate.gov,
Paul Tonko,NY,rep,Democrat,2269 Rayburn House Office Building Washington DC 20515-3220,,https://tonko.house.gov,
Michael R. Turner,OH,rep,Republican,2183 Rayburn House Office Building Washington DC 20515-3510,,https://turner.house.gov,
Chris Van Hollen,MD,sen,Democrat,730 Hart Senate Office Building Washington DC 20510,,https://www.vanhollen.senate.gov,
Nydia M. Velázquez,NY,rep,Democrat,2302 Rayburn House Office Building Washington DC 20515-3207,,https://velazquez.house.gov,
Tim Walberg,MI,rep,Republican,2266 Rayburn House Office Building Washington DC 20515-2205,,https://walberg.house.gov,
Debbie Wasserman Schultz,FL,rep,Democrat,270 Cannon House Office Building Washington DC 20515-0925,,https://wassermanschultz.house.gov,
Maxine Waters,CA,rep,Democrat,2221 Rayburn House Office Building Washington DC 20515-0543,,https://waters.house.gov,
Daniel Webster,FL,rep,Republican,2184 Rayburn House Office Building Washington DC 20515-0911,,https://webster.house.gov,
Peter Welch,VT,sen,Democrat,124 Russell Senate Office Building Washington DC 20510,,https://www.welch.senate.gov,
Joe Wilson,SC,rep,Republican,1436 Longworth House Office Building Washington DC 20515-4002,,https://joewilson.house.gov,
Frederica S. Wilson,FL,rep,Democrat,2080 Rayburn House Office Building Washington DC 20515-0924,,https://wilson.house.gov,
Robert J. Wittman,VA,rep,Republican,2055 Rayburn House Office Building Washington DC 20515-4601,,https://wittman.house.gov,
Steve Womack,AR,rep,Republican,2412 Rayburn House Office Building Washington DC 20515-0403,,https://womack.house.gov,
Ron Wyden,OR,sen,Democrat,221 Dirksen Senate Office Building Washington DC 20510,,https://www.wyden.senate.gov,
Todd Young,IN,sen,Republican,185 Dirksen Senate Office Building Washington DC 20510,,https://www.young.senate.gov,
Mark E. Amodei,NV,rep,Republican,104 Cannon House Office Building Washington DC 20515-2802,,https://amodei.house.gov,
Suzanne Bonamici,OR,rep,Democrat,2231 Rayburn House Office Building Washington DC 20515-3701,,https://bonamici.house.gov,
Suzan K. DelBene,WA,rep,Democrat,2311 Rayburn House Office Building Washington DC 20515-4701,,https://delbene.house.gov,
Thomas Massie,KY,rep,Republican,2371 Rayburn House Office Building Washington DC 20515-1704,,https://massie.house.gov,
Brian Schatz,HI,sen,Democrat,722 Hart Senate Office Building Washington DC 20510,,https://www.schatz.senate.gov,
Bill Foster,IL,rep,Democrat,2366 Rayburn House Office Building Washington DC 20515-1311,,https://foster.house.gov,
Dina Titus,NV,rep,Democrat,2370 Rayburn House Office Building Washington DC 20515-2801,,https://titus.house.gov,
Tom Cotton,AR,sen,Republican,326 Russell Senate Office Building Washington DC 20510,,https://www.cotton.senate.gov,
Doug LaMalfa,CA,rep,Republican,408 Cannon House Office Building Washington DC 20515-0501,,https://lamalfa.house.gov,
Jared Huffman,CA,rep,Democrat,2330 Rayburn House Office Building Washington DC 20515-0502,,https://huffman.house.gov,
Ami Bera,CA,rep,Democrat,172 Cannon House Office Building Washington DC 20515-0506,,https://bera.house.gov,
Eric Swalwell,CA,rep,Democrat,174 Cannon House Office Building Washington DC 20515-0514,,https://swalwell.house.gov,
Julia Brownley,CA,rep,Democrat,2262 Rayburn House Office Building Washington DC 20515-0526,,https://juliabrownley.house.gov,
Raul Ruiz,CA,rep,Democrat,2342 Rayburn House Office Building Washington DC 20515-0525,,https://ruiz.house.gov,
Mark Takano,CA,rep,Democrat,2078 Rayburn House Office Building Washington DC 20515-0539,,https://takano.house.gov,
Juan Vargas,CA,rep,Democrat,2467 Rayburn House Office Building Washington DC 20515-0552,,https://vargas.house.gov,
Scott H. Peters,CA,rep,Democrat,2369 Rayburn House Office Building Washington DC 20515-0550,,https://scottpeters.house.gov,
Lois Frankel,FL,rep,Democrat,2305 Rayburn House Office Building Washington DC 20515-0922,,https://frankel.house.gov,
Tammy Duckworth,IL,sen,Democrat,524 Hart Senate Office Building Washington DC 20510,,https://www.duckworth.senate.gov,
Andy Barr,KY,rep,Republican,2430 Rayburn House Office Building Washington DC 20515-1706,,https://barr.house.gov,
Elizabeth Warren,MA,sen,Democrat,311 Hart Senate Office Building Washington DC 20510,,https://www.warren.senate.gov,
"Angus S. King, Jr.",ME,sen,Independent,133 Hart Senate Office Building Washington DC 20510,,https://www.king.senate.gov,
Ann Wagner,MO,rep,Republican,2350 Rayburn House Office Building Washington DC 20515-2502,,https://wagner.house.gov,
Steve Daines,MT,sen,Republican,320 Hart Senate Office Building Washington DC 20510,,https://www.daines.senate.gov,
Richard Hudson,NC,rep,Republican,2112 Rayburn House Office Building Washington DC 20515-3309,,https://hudson.house.gov,
Kevin Cramer,ND,sen,Republican,313 Hart Senate Office Building Washington DC 20510,,https://www.cramer.senate.gov,
Deb Fischer,NE,sen,Republican,448 Russell Senate Office Building Washington DC 20510,,https://www.fischer.senate.gov,
Grace Meng,NY,rep,Democrat,2468 Rayburn House Office Building Washington DC 20515-3206,,https://meng.house.gov,
Hakeem S. Jeffries,NY,rep,Democrat,2267 Rayburn House Office Building Washington DC 20515-3208,,https://jeffries.house.gov,
Joyce Beatty,OH,rep,Democrat,2079 Rayburn House Office Building Washington DC 20515-3503,,https://beatty.house.gov,
David P. Joyce,OH,rep,Republican,2065 Rayburn House Office Building Washington DC 20515-3514,,https://joyce.house.gov,
Markwayne Mullin,OK,sen,Republican,330 Hart Senate Office Building Washington DC 20510,,https://www.mullin.senate.gov,
Scott Perry,PA,rep,Republican,2160 Rayburn House Office Building Washington DC 20515-3810,,https://perry.house.gov,
Ted Cruz,TX,sen,Republican,167 Russell Senate Office Building Washington DC 20510,,https://www.cruz.senate.gov,
"Randy K. Weber, Sr.",TX,rep,Republican,107 Cannon House Office Building Washington DC 20515-4314,,https://weber.house.gov,
Joaquin Castro,TX,rep,Democrat,2241 Rayburn House Office Building Washington DC 20515-4320,,https://castro.house.gov,
Roger Williams,TX,rep,Republican,2336 Rayburn House Office Building Washington DC 20515-4325,,https://williams.house.gov,
Marc A. Veasey,TX,rep,Democrat,2186 Rayburn House Office Building Washington DC 20515-4333,,https://veasey.house.gov,
Tim Kaine,VA,sen,Democrat,231 Russell Senate Office Building Washington DC 20510,,https://www.kaine.senate.gov,
Mark Pocan,WI,rep,Democrat,1026 Longworth House Office Building Washington DC 20515-4902,,https://pocan.house.gov,
Robin L. Kelly,IL,rep,Democrat,2329 Rayburn House Office Building Washington DC 20515-1302,,https://robinkelly.house.gov,
Jason Smith,MO,rep,Republican,1011 Longworth House Office Building Washington DC 20515-2508,,https://jasonsmith.house.gov,
Cory A. Booker,NJ,sen,Democrat,306 Hart Senate Office Building Washington DC 20510,,https://www.booker.senate.gov,
Katherine M. Clark,MA,rep,Democrat,2368 Rayburn House Office Building Washington DC 20515-2105,,https://katherineclark.house.gov,
Donald Norcross,NJ,rep,Democrat,2427 Rayburn House Office Building Washington DC 20515-3001,,https://norcross.house.gov,
Alma S. Adams,NC,rep,Democrat,2436 Rayburn House Office Building Washington DC 20515-3312,,https://adams.house.gov,
Gary J. Palmer,AL,rep,Republican,170 Cannon House Office Building Washington DC 20515-0106,,https://palmer.house.gov,
J. French Hill,AR,rep,Republican,1533 Longworth House Office Building Washington DC 20515-0402,,https://hill.house.gov,
Bruce Westerman,AR,rep,Republican,202 Cannon House Office Building Washington DC 20515-0404,,https://westerman.house.gov,
Ruben Gallego,AZ,sen,Democrat,188 Russell Senate Office Building Washington DC 20510,,https://www.gallego.senate.gov,
Mark DeSaulnier,CA,rep,Democrat,2134 Rayburn House Office Building Washington DC 20515-0510,,https://desaulnier.house.gov,
Pete Aguilar,CA,rep,Democrat,108 Cannon House Office Building Washington DC 20515-0533,,https://aguilar.house.gov,
Ted Lieu,CA,rep,Democrat,2454 Rayburn House Office Building Washington DC 20515-0536,,https://lieu.house.gov,
Norma J. Torres,CA,rep,Democrat,2227 Rayburn House Office Building Washington DC 20515-0535,,https://torres.house.gov,
"Earl L. ""Buddy"" Carter",GA,rep,Republican,2432 Rayburn House Office Building Washington DC 20515-1001,,https://buddycarter.house.gov,
Barry Loudermilk,GA,rep,Republican,2133 Rayburn House Office Building Washington DC 20515-1011,,https://loudermilk.house.gov,
Rick W. Allen,GA,rep,Republican,462 Cannon House Office Building Washington DC 20515-1012,,https://allen.house.gov,
Mike Bost,IL,rep,Republican,352 Cannon House Office Building Washington DC 20515-1312,,https://bost.house.gov,
Seth Moulton,MA,rep,Democrat,1126 Longworth House Office Building Washington DC 20515-2106,,https://moulton.house.gov,
John R. Moolenaar,MI,rep,Republican,246 Cannon House Office Building Washington DC 20515-2202,,https://moolenaar.house.gov,
Debbie Dingell,MI,rep,Democrat,102 Cannon House Office Building Washington DC 20515-2206,,https://debbiedingell.house.gov,
Tom Emmer,MN,rep,Republican,326 Cannon House Office Building Washington DC 20515-2306,,https://emmer.house.gov,
David Rouzer,NC,rep,Republican,2333 Rayburn House Office Building Washington DC 20515-3307,,https://rouzer.house.gov,
Bonnie Watson Coleman,NJ,rep,Democrat,168 Cannon House Office Building Washington DC 20515-3012,,https://watsoncoleman.house.gov,
Elise M. Stefanik,NY,rep,Republican,2211 Rayburn House Office Building Washington DC 20515-3221,,https://stefanik.house.gov,
Brendan F. Boyle,PA,rep,Democrat,1502 Longworth House Office Building Washington DC 20515-3802,,https://boyle.house.gov,
Brian Babin,TX,rep,Republican,2236 Rayburn House Office Building Washington DC 20515-4336,,https://babin.house.gov,
"Donald S. Beyer, Jr.",VA,rep,Democrat,1226 Longworth House Office Building Washington DC 20515-4608,,https://beyer.house.gov,
Stacey E. Plaskett,VI,rep,Democrat,2059 Rayburn House Office Building Washington DC 20515-5500,,https://plaskett.house.gov,
Dan Newhouse,WA,rep,Republican,460 Cannon House Office Building Washington DC 20515-4704,,https://newhouse.house.gov,
Glenn Grothman,WI,rep,Republican,1211 Longworth House Office Building Washington DC 20515-4906,,https://grothman.house.gov,
Aumua Amata Coleman Radewagen,AS,rep,Republican,2001 Rayburn House Office Building Washington DC 20515-5200,,https://radewagen.house.gov,
Dan Sullivan,AK,sen,Republican,302 Hart Senate Office Building Washington DC 20510,,https://www.sullivan.senate.gov,
Joni Ernst,IA,sen,Republican,260 Russell Senate Office Building Washington DC 20510,,https://www.ernst.senate.gov,
Thom Tillis,NC,sen,Republican,113 Dirksen Senate Office Building Washington DC 20510,,https://www.tillis.senate.gov,
Mike Rounds,SD,sen,Republican,716 Hart Senate Office Building Washington DC 20510,,https://www.rounds.senate.gov,
Trent Kelly,MS,rep,Republican,2243 Rayburn House Office Building Washington DC 20515-2401,,https://trentkelly.house.gov,
Darin LaHood,IL,rep,Republican,503 Cannon House Office Building Washington DC 20515-1316,,https://lahood.house.gov,
Warren Davidson,OH,rep,Republican,2113 Rayburn House Office Building Washington DC 20515-3508,,https://davidson.house.gov,
James Comer,KY,rep,Republican,2410 Rayburn House Office Building Washington DC 20515-1701,,https://comer.house.gov,
Dwight Evans,PA,rep,Democrat,1105 Longworth House Office Building Washington DC 20515-3803,,https://evans.house.gov,
John Kennedy,LA,sen,Republican,437 Russell Senate Office Building Washington DC 20510,,https://www.kennedy.senate.gov/public,
Margaret Wood Hassan,NH,sen,Democrat,324 Hart Senate Office Building Washington DC 20510,,https://www.hassan.senate.gov,
Catherine Cortez Masto,NV,sen,Democrat,520 Hart Senate Office Building Washington DC 20510,,https://www.cortezmasto.senate.gov,
Bradley Scott Schneider,IL,rep,Democrat,300 Cannon House Office Building Washington DC 20515-1310,,https://schneider.house.gov,
Andy Biggs,AZ,rep,Republican,464 Cannon House Office Building Washington DC 20515-0305,,https://biggs.house.gov,
Ro Khanna,CA,rep,Democrat,306 Cannon House Office Building Washington DC 20515-0517,,https://khanna.house.gov,
Jimmy Panetta,CA,rep,Democrat,200 Cannon House Office Building Washington DC 20515-0519,,https://panetta.house.gov,
Salud O. Carbajal,CA,rep,Democrat,2331 Rayburn House Office Building Washington DC 20515-0524,,https://carbajal.house.gov,
Nanette Diaz Barragán,CA,rep,Democrat,2312 Rayburn House Office Building Washington DC 20515-0544,,https://barragan.house.gov,
J. Luis Correa,CA,rep,Democrat,2082 Rayburn House Office Building Washington DC 20515-0546,,https://correa.house.gov,
Lisa Blunt Rochester,DE,sen,Democrat,B40A Dirksen Senate Office Building Washington DC 20510,,https://www.bluntrochester.senate.gov,
Neal P. Dunn,FL,rep,Republican,466 Cannon House Office Building Washington DC 20515-0902,,https://dunn.house.gov,
John H. Rutherford,FL,rep,Republican,1711 Longworth House Office Building Washington DC 20515-0905,,https://rutherford.house.gov,
Darren Soto,FL,rep,Democrat,2353 Rayburn House Office Building Washington DC 20515-0909,,https://soto.house.gov,
